Code matériel ;N° de série ;Catégorie ;Modèle ;Marque ;Statut ;Fin de garantie ;Localisation (dernier niveau) ;Entité (dernier niveau) ;Date inventaire ;Date d'installation ;Localisation (complet) ;Entité (complet) 
202770;DG475813 ;Scanner Document ;DR 2580C ;CANON ;En service ;;ETAGE 3 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 3 ;DIR/D.C.OPERATIONS 
202772;YV1F219044 ;Ecran ; L20T-2LED ;SIEMENS ;En service ;;ETAGE 2 ;D.C.CONT FIN ;;;A.T.B/LOC2(SNDP)/ETAGE 2 ;DIR/D.C.CONT FIN 
202775;52217349;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202803;52217323;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202814;1306049;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202815;FOC1709Z4TY ;Switch ;2960S-24PS-L ;CISCO ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202831;H0J727511 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
202838;3BC942J ;Ordinateurs de bureau ;OPTIPLEX GX620 ;DELL ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202841;YV3N052140 ;Ecran ;"20 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202844;YV5R016618 ;Ecran ;E20T-6 LED   ;FUJUTSU ;En service ;;ETAGE 4 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 4 ;DIR/D.C.OPERATIONS 
202855;03EN ;Ecran ;21;DELL ;En service ;;ETAGE 2 ;D.C.RETAIL ;;;A.T.B/LOC2(SNDP)/ETAGE 2 ;DIR/D.C.RETAIL 
202863;06-985CG ;Serveur ;P5 52A ;IBM ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202865;YL4Q184934 ;Ordinateurs de bureau ;ESPRIMO P2560 ;SIEMENS ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202867;E66605H0J727522 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202868;G9J324898 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202869;E66605J0J756799 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202874;800117P ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
202881;52217428;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202890;YL4Q184991 ;Ordinateurs de bureau ;ESPRIMO P2560 ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202896;YV1F218921 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
202901;H0J727516 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
202906;H0J727580 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
202909;YV1F219091 ;Ecran ;"20 """;SIEMENS ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
202913;RHS-S81-02466 ;Imprimante de Validation ;SP 40+ ;COMPUPRINT ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202916;1VES ;Ecran ;"17 """;SIEMENS ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202917;TRF23402KS ;Ordinateurs de bureau ;HP Pro 3400 MT ;HP ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202918;YKRG032527 ;Ordinateurs de bureau ;ESPRIMO P3520 ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202923;CNC21QSRP ;Ecran ;HP 20 LED ;HP ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
202926;440510B9201 ;Ordinateurs de bureau ;Veriton 2610G ;ACER ;En service ;;ETAGE 4 ;D.C.QUALITE ;;;A.T.B/LOC2(SNDP)/ETAGE 4 ;DIR/D.C.QUALITE 
202934;52217416;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 4 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 4 ;DIR/D.C.COORP 
202944;1339353;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202956;YL7P056584 ;Ordinateurs de bureau ;ESPRIMO P3521 ;SIEMENS ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
202973;52217344;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
202990;H9J349505 ;Imprimante Laser ;HL-5350DNLT ;BROTHER ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203008;ETLRK0D0211210D4F2852A ;Ecran ;"21  """;ACER ;En service ;;A.AJIM ;AG_AJIM ;;24/11/2015;A.T.B/*SUD/A.AJIM ;AG/Z.SUD/AG_AJIM 
203019;YV3J046502 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
203039;Z5R9BADB800133 ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203039;800133M ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;ETAGE 3 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 3 ;DIR/D.C.OPERATIONS 
203050;900029A ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;ETAGE 3 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 3 ;DIR/D.C.OPERATIONS 
203064;VR39436 ;Ecran ;"17 """;SIEMENS ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
203066;TRF2190FK8 ;Ordinateurs de bureau ;HP Pro 3400 MT ;HP ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203073;YV3J050058 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
203092;SG033130D8 ;Imprimante Jet encre ;1220C ;HP ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
203092;SG033130D8 ;Imprimante Jet encre ;1220C ;HP ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
203097;YLCM170397 ;Ordinateurs de bureau ;ESP P400 E85+ i5 ;FUJUTSU ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
203113;CNC201PMZK ;Ecran ;HP 20 LED ;HP ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
203115;YLCM170445 ;Ordinateurs de bureau ;ESP P400 E85+ i5 ;FUJUTSU ;En service ;;ETAGE 3 ;D.C.INSP & AUD ;;;A.T.B/LOC2(SNDP)/ETAGE 3 ;DIR/D.C.INSP & AUD 
203134;CNC21QQT1 ;Ecran ;HP 20 LED ;HP ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
203136;Z5R9BAGB900009 ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203148;YLCM170396 ;Ordinateurs de bureau ;ESP P400 E85+ i5 ;FUJUTSU ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
203160;Z5R9B8GC9E000NV ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203190;120822318;Scanner Cheque ;RDS 3500 ;RDS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203203;TRF2190FMB ;Ordinateurs de bureau ;HP Pro 3400 MT ;HP ;En service ;;A.B KHALED ;AG_B.KHALLED ;;;A.T.B/*CAP BON/A.B KHALED ;AG/Z.CAP BON/AG_B.KHALLED 
203207;H0J727526 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 4 ;D.C.QUALITE ;;;A.T.B/LOC2(SNDP)/ETAGE 4 ;DIR/D.C.QUALITE 
203225;TRF23402KF ;Ordinateurs de bureau ;HP Pro 3400 MT ;HP ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203229;RHS-S81-02276 ;Imprimante de Validation ;SP 40+ ;COMPUPRINT ;En service ;;A.B KHALED ;AG_B.KHALLED ;;;A.T.B/*CAP BON/A.B KHALED ;AG/Z.CAP BON/AG_B.KHALLED 
203236;TRF2190M9K ;Ordinateurs de bureau ;HP Pro 3400 MT ;HP ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203236;TRF2190N9K ;Ordinateurs de bureau ;HP COMPAC 6200 PRO SFF   ;HP ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
203250;47047292400;Ecran ;"21.5 LED """;ACER ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
203259;CNC211NV5B ;Ecran ;HP 20 LED ;HP ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203259;CNC21NV58 ;Ecran ;HP 20 LED ;HP ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
203261;YL4Q184930 ;Ordinateurs de bureau ;ESPRIMO P2560 ;SIEMENS ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
203274;99LAV57 ;Serveur ;8841;IBM ;En service ;;A.S.EDDEYER ;AG_S.EDDEYER ;;;A.T.B/*SFAX/A.S.EDDEYER ;AG/Z.SFAX/AG_S.EDDEYER 
203280;8000948;Imprimante Laser ;ML-4050N ;SAMSUNG ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
203293;442082E68540 ;Ecran ;"21.5 LED """;ACER ;En service ;;ETAGE 3 ;D.C.INSP & AUD ;;;A.T.B/LOC2(SNDP)/ETAGE 3 ;DIR/D.C.INSP & AUD 
203295;YL4Q184985 ;Ordinateurs de bureau ;ESPRIMO P2560 ;SIEMENS ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
203298;21FP449253 ;Scanner Document ;DR-C125 ;CANON ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203308;J0J756673 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
203319;PSVAPE10061210AE4A9200 ;Ordinateurs de bureau ;Veriton M490G ;ACER ;En service ;;A.AJIM ;AG_AJIM ;;;A.T.B/*SUD/A.AJIM ;AG/Z.SUD/AG_AJIM 
203335;YENA506100 ;Ecran ;"19 """;SIEMENS ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
203337;YV3N056174 ;Ecran ;L20T-2LED   ;SIEMENS ;En service ;;ETAGE 2 ;D.C.CONT FIN ;;;A.T.B/LOC2(SNDP)/ETAGE 2 ;DIR/D.C.CONT FIN 
203338;YKRG032813 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
203340;J0J756578 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
203340;J0J756578 ;Imprimante Laser ;HL-5380DN ;BROTHER ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
203371;1210DAF4852A ;Ecran ;"21  """;SIEMENS ;En service ;;ETAGE 2 ;D.C.CONT FIN ;;;A.T.B/LOC2(SNDP)/ETAGE 2 ;DIR/D.C.CONT FIN 
203400;YV3N056160 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;A.B KHIAR ;AG_B.KHIAR ;;;A.T.B/*CAP BON/A.B KHIAR ;AG/Z.CAP BON/AG_B.KHIAR 
203402;1210ADD79200 ;Ordinateurs de bureau ;Veriton M490G ;ACER ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
203406;23X6607 ;Ecran ;"17 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203409;1210AE0D9200 ;Ordinateurs de bureau ;Veriton M490G ;ACER ;En service ;;ETAGE 4 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 4 ;DIR/D.C.COORP 
203427;104775;Scanner Cheque ;LS515 ;CTS ;En service ;;A.BAB SOUIKA ;AG_BAB SOUIKA ;;;A.T.B/*T.CENTRE/A.BAB SOUIKA ;AG/Z.T.CENTRE/AG_BAB SOUIKA 
203428;52217448;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 5 ;D.C.TRESORIE ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.TRESORIE 
203428;52217448;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 5 ;D.C.TRESORIE ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.TRESORIE 
203445;YKRG024109 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;ETAGE 5 ;D.C.OPERATIONS ;;;A.T.B/LOC3(Med V)/ETAGE 5 ;DIR/D.C.OPERATIONS 
203453;CNC21QQBN ;Ecran ;HP 20 LED ;HP ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
203473;52217359;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 4 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 4 ;DIR/D.C.COORP 
203496;YV5S006622 ;Ecran ;E20T-6 LED   ;FUJUTSU ;En service ;;ETAGE 2 ;D.C.CONT FIN ;;;A.T.B/LOC2(SNDP)/ETAGE 2 ;DIR/D.C.CONT FIN 
203497;SCNC201PNB0 ;Ecran ;HP 20 LED ;HP ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203517;1210D544852A ;Ecran ;"21 """;SIEMENS ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
203533;10-13E6G ;Serveur ;P5 52A ;IBM ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
203542;YL4Q184949 ;Ordinateurs de bureau ;ESPRIMO P2560 ;SIEMENS ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
203560;YV1F219066 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
203564;500088;Switch KVM ;4POTRS ;LEVEL ONE ;En service ;;A.BARDO ;AG_BARDO 1 ;;;A.T.B/*T.OUEST/A.BARDO ;AG/Z.T.OUEST/AG_BARDO 1 
203566;YLCM170433 ;Ordinateurs de bureau ;ESP P400 i5 ;FUJUTSU ;En service ;;A.B GUERDENE ;AG_B.GUERDANE ;;;A.T.B/*SUD/A.B GUERDENE ;AG/Z.SUD/AG_B.GUERDANE 
203580;D5N0CV855390224 ;Ordinateurs portable ;K56CB ;ASUS ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
203597;YK3N056185 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203603;CNC21QQ9N ;Ecran ;HP 20 LED ;HP ;En service ;;A.ARIANA ;AG_ARIANA ;;;A.T.B/*T.NORD/A.ARIANA ;AG/Z.T.NORD/AG_ARIANA 
203626;YBBG122881 ;Ordinateurs de bureau ;ESPRIMO P ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203637;404184B ;Ecran ;SyncMaster 713N ;SAMSUNG ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203674;TRF2190M7V ;Ordinateurs de bureau ;HP COMPAC 6200 PRO SFF   ;HP ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
203677;TRF2190M81 ;Ordinateurs de bureau ;HP COMPAC 6200 PRO SFF   ;HP ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
203688;CNC21QS90 ;Ecran ;HP 20 LED ;HP ;En service ;;A.B KHALED ;AG_B.KHALLED ;;;A.T.B/*CAP BON/A.B KHALED ;AG/Z.CAP BON/AG_B.KHALLED 
203690;TRF23402J5 ;Ordinateurs de bureau ;HP Pro 3400 MT ;HP ;En service ;;A.B KHALED ;AG_B.KHALLED ;;;A.T.B/*CAP BON/A.B KHALED ;AG/Z.CAP BON/AG_B.KHALLED 
203694;RHS-S81-02483 ;Imprimante de Validation ;SP 40+ ;COMPUPRINT ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203713;CNC211NTCP ;Ecran ;HP 20 LED ;HP ;En service ;;ETAGE 3 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 3 ;DIR/D.C.COORP 
203719;44050D69201 ;Ordinateurs de bureau ;Veriton 2610G ;ACER ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
203729;800127Z ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
203730;YV3J056280 ;Ecran ;L20T-2LED ;SIEMENS ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
203734;CNC211RXVG ;Ecran ;HP 20 LED ;HP ;En service ;;A.S.EDDEYER ;AG_S.EDDEYER ;;;A.T.B/*SFAX/A.S.EDDEYER ;AG/Z.SFAX/AG_S.EDDEYER 
203740;3PAS ;Ecran ;"21  """;ACER ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
203743;YKRG001051 ;Ordinateurs de bureau ;EDITION P2540 ;SIEMENS ;En service ;;A.S.EDDEYER ;AG_S.EDDEYER ;;;A.T.B/*SFAX/A.S.EDDEYER ;AG/Z.SFAX/AG_S.EDDEYER 
203762;442083B58540 ;Ecran ;"21.5 LED """;ACER ;En service ;;ETAGE 3 ;D.C.INSP & AUD ;;;A.T.B/LOC2(SNDP)/ETAGE 3 ;DIR/D.C.INSP & AUD 
203769;120822297;Scanner Cheque ;RDS 3500 ;RDS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203772;YB2G007596 ;Ordinateurs de bureau ;EDITION P ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203788;1339558;Imprimante de Validation ;PR2PLUS ;OLIVETTI ;En service ;;A.AJIM ;AG_AJIM ;;;A.T.B/*SUD/A.AJIM ;AG/Z.SUD/AG_AJIM 
203808;1210D505852A ;Ecran ;"21 """;SIEMENS ;En service ;;ETAGE 5 ;D.C.RETAIL ;;;A.T.B/LOC1(SIEGE)/ETAGE 5 ;DIR/D.C.RETAIL 
203809;9J301257 ;Imprimante Laser ;ML-3710ND ;SAMSUNG ;En service ;;ETAGE 4 ;D.C.R.HUM & SER.ADMIN ;;18/12/2015;A.T.B/LOC1(SIEGE)/ETAGE 4 ;DIR/D.C.R.HUM & SER.ADMIN 
203822;52217385;Scanner Document ;ScanMate i920 ;KODAK ;En service ;;ETAGE 4 ;D.C.COORP ;;;A.T.B/LOC4(STUDIO38)/ETAGE 4 ;DIR/D.C.COORP 
203858;V1CAT74 ;Ecran ;"17 """;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203861;1210AECE9200 ;Ordinateurs de bureau ;Veriton M490G ;ACER ;En service ;;ETAGE 2 ;D.C.CONT FIN ;;;A.T.B/LOC2(SNDP)/ETAGE 2 ;DIR/D.C.CONT FIN 
203869;H36G224376 ;Imprimante Ligne ;6306;TALLY ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203875;YK3F036499 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
203885;YK3N056139 ;Ordinateurs de bureau ;ESPRIMO P5925  ;SIEMENS ;En service ;;ETAGE 2 ;D.C.SYS.INFOR ;;;A.T.B/LOC1(SIEGE)/ETAGE 2 ;DIR/D.C.SYS.INFOR 
